id,name,name_raw,melakarta_num,melakarta_name,arohanam_raw,avarohanam_raw,arohanam,avarohanam,is_melakarta
bahudari,BahudAri,bahudAri,28,HarikaambhOji,S G3 M1 D2 P D2 N2 S,S N2 P M1 G3 S,S G₃ M₁ D₂ P D₂ N₂ Ṡ,S N₂ P M₁ G₃ Ṡ,False
bahudari,BahudAri,bahudAri,28,HarikaambhOji,S G3 M1 P D2 N2 S,S N2 P M1 G3 S,S G₃ M₁ P D₂ N₂ Ṡ,S N₂ P M₁ G₃ Ṡ,False
bahudarya,BahudArya,bahudArya,28,HarikaambhOji,S G3 M1 D2 P D2 N2 S,S N2 D2 M1 G3 R2 M1 G3 S,S G₃ M₁ D₂ P D₂ N₂ Ṡ,S N₂ D₂ M₁ G₃ R₂ M₁ G₃ Ṡ,False
bahudarya,BahudArya,bahudArya,28,HarikaambhOji,S G3 M1 D2 P D2 N2 S,S N2 P M1 G3 S,S G₃ M₁ D₂ P D₂ N₂ Ṡ,S N₂ P M₁ G₃ Ṡ,False
bahudarya,BahudArya,bahudArya,28,HarikaambhOji,S G3 M1 P D2 N2 S,S N2 P M1 G3 S,S G₃ M₁ P D₂ N₂ Ṡ,S N₂ P M₁ G₃ Ṡ,False
bahurupi,BahurUpi,bahurUpi,28,HarikaambhOji,S G3 M1 D2 P D2 N2 S,S N2 P M1 G3 S,S G₃ M₁ D₂ P D₂ N₂ Ṡ,S N₂ P M₁ G₃ Ṡ,False
balahamsa,Balahamsa,balahamsa,28,HarikaambhOji,S R2 M1 P D2 S,S N2 D2 P M1 R2 M1 G3 S,S R₂ M₁ P D₂ Ṡ,S N₂ D₂ P M₁ R₂ M₁ G₃ Ṡ,False
balahamsa,Balahamsa,balahamsa,28,HarikaambhOji,S R2 G3 M1 P D2 S,S N2 D2 P M1 G3 R2 S,S R₂ G₃ M₁ P D₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
bangala,BangALa,bangALa,28,HarikaambhOji,S R2 G3 M1 N2 P S,S N2 P M1 R2 G3 R2 S,S R₂ G₃ M₁ N₂ P Ṡ,S N₂ P M₁ R₂ G₃ R₂ Ṡ,False
bangala,BangALa,bangALa,28,HarikaambhOji,S R2 G3 M1 P M1 R2 P S,S N2 P M1 R2 G3 R2 S,S R₂ G₃ M₁ P M₁ R₂ P Ṡ,S N₂ P M₁ R₂ G₃ R₂ Ṡ,False
bangala,BangALa,bangALa,28,HarikaambhOji,S R2 G3 M1 P S,S N2 P M1 R2 G3 R2 S,S R₂ G₃ M₁ P Ṡ,S N₂ P M₁ R₂ G₃ R₂ Ṡ,False
bangala,BangALa,bangALa,28,HarikaambhOji,S R2 G3 M1 R2 P S,S N2 D2 N2 P M1 G3 R2 S,S R₂ G₃ M₁ R₂ P Ṡ,S N₂ D₂ N₂ P M₁ G₃ R₂ Ṡ,False
behag,BehAg,behAg,28,HarikaambhOji,S R2 G3 M1 P D2 N2 S,S N2 D2 N2 P D2 P M1 G3 R2 G3 M1 G3 S,S R₂ G₃ M₁ P D₂ N₂ Ṡ,S N₂ D₂ N₂ P D₂ P M₁ G₃ R₂ G₃ M₁ G₃ Ṡ,False
behag,BehAg,behAg,28,HarikaambhOji,S R2 G3 M1 S G3 M1 P N2 D2 N2 P D2 N2 S,S N2 P D2 N2 D2 P M1 G3 R2 G3 M1 G3 S,S R₂ G₃ M₁ Ṡ G₃ M₁ P N₂ D₂ N₂ P D₂ N₂ Ṡ,S N₂ P D₂ N₂ D₂ P M₁ G₃ R₂ G₃ M₁ G₃ Ṡ,False
bhavasindhu,Bhavasindhu,bhavasindhu,28,HarikaambhOji,S R2 G3 P D2 N2 S,S N2 P M1 G3 M1 R2 S,S R₂ G₃ P D₂ N₂ Ṡ,S N₂ P M₁ G₃ M₁ R₂ Ṡ,False
bhinnavikrayam,Bhinnavikrayam,bhinnavikrayam,28,HarikaambhOji,S R2 G3 M1 P D2 S,S D2 P M1 R2 S,S R₂ G₃ M₁ P D₂ Ṡ,S D₂ P M₁ R₂ Ṡ,False
bhogibhairavi,BhOgibhairavi,bhOgibhairavi,28,HarikaambhOji,S R2 G3 M1 P N2 D2 N2 S,S D2 P M1 R2 G3 R2 S,S R₂ G₃ M₁ P N₂ D₂ N₂ Ṡ,S D₂ P M₁ R₂ G₃ R₂ Ṡ,False
bhusani,BhUSaNi,bhUSaNi,28,HarikaambhOji,S G3 R2 G3 M1 P D2 N2 S,S N2 D2 P M1 G3 R2 S,S G₃ R₂ G₃ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
bilahari,Bilahari,bilahari,28,HarikaambhOji,S R2 G3 P D2 S,S N2 D2 P D2 N2 P D2 P M1 G3 R2 S,S R₂ G₃ P D₂ Ṡ,S N₂ D₂ P D₂ N₂ P D₂ P M₁ G₃ R₂ Ṡ,False
bilaval,BilAval,bilAval,28,HarikaambhOji,S G3 M1 P D2 N2 S,S N2 D2 P M1 G3 S,S G₃ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ Ṡ,False
cakari,CAkari,cAkari,28,HarikaambhOji,S R2 G3 P N2 D2 S,S N2 D2 P M1 G3 R2 S,S R₂ G₃ P N₂ D₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
campak,Campak,campak,28,HarikaambhOji,S R2 G3 M1 P D2 S,S N2 D2 P M1 R2 M1 G3 S,S R₂ G₃ M₁ P D₂ Ṡ,S N₂ D₂ P M₁ R₂ M₁ G₃ Ṡ,False
campakavidari,CampakavidAri,campakavidAri,28,HarikaambhOji,S M1 G3 M1 P N2 D2 M1 P D2 N2 S,S N2 D2 N2 M1 D2 M1 G3 R2 M1 G3 R2 G3 S,S M₁ G₃ M₁ P N₂ D₂ M₁ P D₂ N₂ Ṡ,S N₂ D₂ N₂ M₁ D₂ M₁ G₃ R₂ M₁ G₃ R₂ G₃ Ṡ,False
candaherali,CandaheraLi,candaheraLi,28,HarikaambhOji,S G3 M1 D2 N2 S,S N2 D2 M1 G3 R2 S,S G₃ M₁ D₂ N₂ Ṡ,S N₂ D₂ M₁ G₃ R₂ Ṡ,False
candrahasitam,Candrahasitam,candrahasitam,28,HarikaambhOji,S R2 G3 M1 D2 N2 S,S N2 D2 M1 G3 R2 S,S R₂ G₃ M₁ D₂ N₂ Ṡ,S N₂ D₂ M₁ G₃ R₂ Ṡ,False
candrakala,CandrakalA,candrakalA,28,HarikaambhOji,S R2 G3 M1 P M1 D2 N2 S,S D2 P M1 G3 S,S R₂ G₃ M₁ P M₁ D₂ N₂ Ṡ,S D₂ P M₁ G₃ Ṡ,False
candrashri,CandrashrI,candrashrI,28,HarikaambhOji,S R2 G3 M1 P D2 N2 S,S N2 D2 P M1 G3 R2 S,S R₂ G₃ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
candrikya,CandrikyA,candrikyA,28,HarikaambhOji,S G3 M1 P D2 N2 S,S N2 D2 M1 R2 G3 R2 S,S G₃ M₁ P D₂ N₂ Ṡ,S N₂ D₂ M₁ R₂ G₃ R₂ Ṡ,False
caturanana,CaturAnana,caturAnana,28,HarikaambhOji,S G3 M1 D2 S,S D2 M1 G3 S,S G₃ M₁ D₂ Ṡ,S D₂ M₁ G₃ Ṡ,False
cencudatani,CencudATani,cencudATani,28,HarikaambhOji,S M1 G3 R2 S P M1 D2 N2 S,S D2 P N2 M1 G3 R2 S,S M₁ G₃ R₂ Ṡ P M₁ D₂ N₂ Ṡ,S D₂ P N₂ M₁ G₃ R₂ Ṡ,False
cencukambhoji,CencukAmbhOji,cencukAmbhOji,28,HarikaambhOji,S G3 R2 G3 M1 P M1 D2 N2 D2 P N2 D2 N2 S,S D2 N2 P N2 M1 G3 R2 S,S G₃ R₂ G₃ M₁ P M₁ D₂ N₂ D₂ P N₂ D₂ N₂ Ṡ,S D₂ N₂ P N₂ M₁ G₃ R₂ Ṡ,False
cencukambhoji,CencukAmbhOji,cencukAmbhOji,28,HarikaambhOji,S G3 R2 G3 M1 P M1 D2 N2 P N2 D2 N2 S,S N2 P N2 M1 G3 R2 S,S G₃ R₂ G₃ M₁ P M₁ D₂ N₂ P N₂ D₂ N₂ Ṡ,S N₂ P N₂ M₁ G₃ R₂ Ṡ,False
cencukambhoji,CencukAmbhOji,cencukAmbhOji,28,HarikaambhOji,S M1 G3 R2 P M1 D2 N2 S,S N2 P N2 M1 G3 R2 S,S M₁ G₃ R₂ P M₁ D₂ N₂ Ṡ,S N₂ P N₂ M₁ G₃ R₂ Ṡ,False
cencukambhoji,CencukAmbhOji,cencukAmbhOji,28,HarikaambhOji,S M1 G3 R2 S D2 M1 D2 N2 S,S N2 P N2 M1 G3 R2 S,S M₁ G₃ R₂ Ṡ D₂ M₁ D₂ N₂ Ṡ,S N₂ P N₂ M₁ G₃ R₂ Ṡ,False
cencukambhoji,CencukAmbhOji,cencukAmbhOji,28,HarikaambhOji,S P M1 G3 M1 D2 N2 S,S N2 D2 N2 P M1 G3 M1 R2 S,S P M₁ G₃ M₁ D₂ N₂ Ṡ,S N₂ D₂ N₂ P M₁ G₃ M₁ R₂ Ṡ,False
cenjuruti,CenjuruTi,cenjuruTi,28,HarikaambhOji,D2 S R2 G3 M1 P D2 N2,N2 D2 P M1 G3 R2 S N2 D2 P D2,D₂ Ṡ R₂ G₃ M₁ P D₂ N₂,N₂ D₂ P M₁ G₃ R₂ Ṡ N₂ D₂ P D₂,False
cenjuruti,CenjuruTi,cenjuruTi,28,HarikaambhOji,S N2 D2 S R2 G3 M1 P D2 N2,D2 P M1 G3 R2 S N2 D2 P D2 S,S N₂ D₂ Ṡ R₂ G₃ M₁ P D₂ N₂,D₂ P M₁ G₃ R₂ Ṡ N₂ D₂ P D₂ Ṡ,False
chayakambhoji,ChAyAkAmbhOji,chAyAkAmbhOji,28,HarikaambhOji,S G3 P D2 N2 S,S N2 D2 P G3 S,S G₃ P D₂ N₂ Ṡ,S N₂ D₂ P G₃ Ṡ,False
chayatarangini,ChAyAtarangiNi,chAyAtarangiNi,28,HarikaambhOji,S R2 G3 M1 P N2 S,S N2 D2 P M1 G3 R2 S,S R₂ G₃ M₁ P N₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
chayatarangini,ChAyAtarangiNi,chAyAtarangiNi,28,HarikaambhOji,S R2 G3 R2 G3 M1 P D2 N2 D2,S N2 D2 P M1 G3 M1 R2 G3 R2 S,S R₂ G₃ R₂ G₃ M₁ P D₂ N₂ D₂,S N₂ D₂ P M₁ G₃ M₁ R₂ G₃ R₂ Ṡ,False
chayatarangini,ChAyAtarangiNi,chAyAtarangiNi,28,HarikaambhOji,S R2 M1 G3 M1 P N2 S,S N2 D2 P M1 D2 M1 R2 G3 R2 S,S R₂ M₁ G₃ M₁ P N₂ Ṡ,S N₂ D₂ P M₁ D₂ M₁ R₂ G₃ R₂ Ṡ,False
chayatarangini,ChAyAtarangiNi,chAyAtarangiNi,28,HarikaambhOji,S R2 M1 G3 M1 P N2 S,S N2 D2 P M1 G3 R2 S,S R₂ M₁ G₃ M₁ P N₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
dankamani,DankamaNi,dankamaNi,28,HarikaambhOji,S R2 G3 M1 D2 N2 S,S P M1 G3 M1 R2 S,S R₂ G₃ M₁ D₂ N₂ Ṡ,S P M₁ G₃ M₁ R₂ Ṡ,False
dankamani,DankamaNi,dankamaNi,28,HarikaambhOji,S R2 G3 M1 D2 N2 S,S P M1 G3 R2 S,S R₂ G₃ M₁ D₂ N₂ Ṡ,S P M₁ G₃ R₂ Ṡ,False
darardhari,DarArdhari,darArdhari,28,HarikaambhOji,S R2 G3 P D2 N2 S,S N2 D2 P G3 R2 S,S R₂ G₃ P D₂ N₂ Ṡ,S N₂ D₂ P G₃ R₂ Ṡ,False
darbar,DarbAr,darbAr,28,HarikaambhOji,N2 S R2 S R2 S R2 G3,S D2 M1 R2 M1 R2 M1 R2 S,N₂ Ṡ R₂ Ṡ R₂ Ṡ R₂ G₃,S D₂ M₁ R₂ M₁ R₂ M₁ R₂ Ṡ,False
darbar,DarbAr,darbAr,28,HarikaambhOji,S R2 M1 P D2 N2 D2 S,S D2 P M1 R2 M1 R2 M1 R2 S,S R₂ M₁ P D₂ N₂ D₂ Ṡ,S D₂ P M₁ R₂ M₁ R₂ M₁ R₂ Ṡ,False
dasharathipriya,DAsharathipriyA,dAsharathipriyA,28,HarikaambhOji,S M1 G3 M1 P D2 N2 D2 S,S N2 D2 P M1 G3 M1 R2 S,S M₁ G₃ M₁ P D₂ N₂ D₂ Ṡ,S N₂ D₂ P M₁ G₃ M₁ R₂ Ṡ,False
dasumukhi,DAsumukhi,dAsumukhi,28,HarikaambhOji,S R2 M1 G3 M1 P D2 N2 S,S D2 P M1 G3 R2 S,S R₂ M₁ G₃ M₁ P D₂ N₂ Ṡ,S D₂ P M₁ G₃ R₂ Ṡ,False
datimanjari,DaTimanjari,daTimanjari,28,HarikaambhOji,S R2 G3 M1 P D2 S,S N2 P M1 R2 S,S R₂ G₃ M₁ P D₂ Ṡ,S N₂ P M₁ R₂ Ṡ,False
datimanji,DaTimAnji,daTimAnji,28,HarikaambhOji,S R2 G3 M1 P D2 S,S N2 P M1 R2 S,S R₂ G₃ M₁ P D₂ Ṡ,S N₂ P M₁ R₂ Ṡ,False
dayaranjani,DayAranjani,dayAranjani,28,HarikaambhOji,S R2 M1 P D2 S,S N2 D2 M1 G3 R2 S,S R₂ M₁ P D₂ Ṡ,S N₂ D₂ M₁ G₃ R₂ Ṡ,False
dayasyani,DayAsyani,dayAsyani,28,HarikaambhOji,S R2 M1 P N2 D2 N2 S,S N2 D2 M1 G3 R2 S,S R₂ M₁ P N₂ D₂ N₂ Ṡ,S N₂ D₂ M₁ G₃ R₂ Ṡ,False
des,DEs,dEs,28,HarikaambhOji,S G3 M1 P D2 N2 S,S N2 D2 P M1 G3 R2 S,S G₃ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
deshaksi,DEshAkSi,dEshAkSi,28,HarikaambhOji,S R2 G3 P D2 S,S N2 D2 P M1 G3 R2 S,S R₂ G₃ P D₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
deshi,DEshi,dEshi,28,HarikaambhOji,S G3 M1 P D2 N2 S,S N2 D2 P M1 G3 R2 S,S G₃ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
deshyakhamas,DEshyakhamAs,dEshyakhamAs,28,HarikaambhOji,S M1 G3 M1 P D2 N2 S N3* S,S N2 D2 P M1 G3 R2 S,S M₁ G₃ M₁ P D₂ N₂ Ṡ N₃* Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
deshyakhamas,DEshyakhamAs,dEshyakhamAs,28,HarikaambhOji,S M1 G3 M1 P D2 N2 S,S N2 D2 P M1 G3 S,S M₁ G₃ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ Ṡ,False
devagupta,DEvagupta,dEvagupta,28,HarikaambhOji,S R2 G3 M1 P D2 N2 S,S D2 P M1 G3 S,S R₂ G₃ M₁ P D₂ N₂ Ṡ,S D₂ P M₁ G₃ Ṡ,False
devaguptam,DEvaguptam,dEvaguptam,28,HarikaambhOji,S R2 G3 M1 P D2 N2 S,S D2 P M1 R2 G3 R2 S,S R₂ G₃ M₁ P D₂ N₂ Ṡ,S D₂ P M₁ R₂ G₃ R₂ Ṡ,False
devakriya,DEvakriyA,dEvakriyA,28,HarikaambhOji,S R2 M1 P D2 S,S D2 P M1 R2 S,S R₂ M₁ P D₂ Ṡ,S D₂ P M₁ R₂ Ṡ,False
devamukhi,DEvamukhi,dEvamukhi,28,HarikaambhOji,S R2 G3 P D2 S,S D2 P M1 G3 R2 S,S R₂ G₃ P D₂ Ṡ,S D₂ P M₁ G₃ R₂ Ṡ,False
devaranjani,DEvaranjani,dEvaranjani,28,HarikaambhOji,S R2 G3 P D2 S,S D2 P M1 G3 R2 S,S R₂ G₃ P D₂ Ṡ,S D₂ P M₁ G₃ R₂ Ṡ,False
devishutikai,DEvishUtikai,dEvishUtikai,28,HarikaambhOji,S G3 M1 P D2 N2 S,S D2 M1 R2 S,S G₃ M₁ P D₂ N₂ Ṡ,S D₂ M₁ R₂ Ṡ,False
dhaivatachandrika,Dhaivatachandrika,dhaivatachandrika,28,HarikaambhOji,S R2 G3 M1 P D2 S,S D2 P M1 G3 R2 S,S R₂ G₃ M₁ P D₂ Ṡ,S D₂ P M₁ G₃ R₂ Ṡ,False
dhanakapi,DhanakApi,dhanakApi,28,HarikaambhOji,M1 P D2 N2 S R2 G3 R2 G3 M1,P M1 G3 R2 N2 D2 P D2 N2 S,M₁ P D₂ N₂ Ṡ R₂ G₃ R₂ G₃ M₁,P M₁ G₃ R₂ N₂ D₂ P D₂ N₂ Ṡ,False
dhanupratapa,DhanupratApa,dhanupratApa,28,HarikaambhOji,S G3 M1 P D2 N2 S,S N2 P M1 R2 S,S G₃ M₁ P D₂ N₂ Ṡ,S N₂ P M₁ R₂ Ṡ,False
dhatumanjari,DhAtumanjari,dhAtumanjari,28,HarikaambhOji,S R2 G3 M1 P D2 S,S N2 P M1 R2 S,S R₂ G₃ M₁ P D₂ Ṡ,S N₂ P M₁ R₂ Ṡ,False
dinakaran,Dinakaran,dinakaran,28,HarikaambhOji,S M1 P D2 N2 S,S D2 P G3 R2 S,S M₁ P D₂ N₂ Ṡ,S D₂ P G₃ R₂ Ṡ,False
divyamavati,DivyamAvati,divyamAvati,28,HarikaambhOji,S G3 M1 P D2 N2 S,S N2 D2 P M1 G3 S,S G₃ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ Ṡ,False
dombi,Dombi,dombi,28,HarikaambhOji,S R2 G3 M1 P D2 S,S D2 P M1 G3 R2 S,S R₂ G₃ M₁ P D₂ Ṡ,S D₂ P M₁ G₃ R₂ Ṡ,False
dralashobhi,DralashObhi,dralashObhi,28,HarikaambhOji,S R2 M1 P D2 N2 S,S N2 D2 N2 P M1 G3 S,S R₂ M₁ P D₂ N₂ Ṡ,S N₂ D₂ N₂ P M₁ G₃ Ṡ,False
durdhakyayam,Durdhakyayam,durdhakyayam,28,HarikaambhOji,S R2 M1 P D2 S,S N2 P M1 R2 G3 M1 R2 S,S R₂ M₁ P D₂ Ṡ,S N₂ P M₁ R₂ G₃ M₁ R₂ Ṡ,False
duritanivarini,DuritanivAriNi,duritanivAriNi,28,HarikaambhOji,S G3 R2 G3 M1 P M1 D2 S,S N2 D2 P M1 G3 R2 G3 S,S G₃ R₂ G₃ M₁ P M₁ D₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ G₃ Ṡ,False
dvaitacandrika,DvaitacandrikA,dvaitacandrikA,28,HarikaambhOji,S R2 G3 M1 P D2 S,S D2 P M1 G3 R2 S,S R₂ G₃ M₁ P D₂ Ṡ,S D₂ P M₁ G₃ R₂ Ṡ,False
dvaitacintamani,DvaitacintAmaNi,dvaitacintAmaNi,28,HarikaambhOji,S G3 M1 D2 N2 S,S N2 P D2 M1 G3 R2 S,S G₃ M₁ D₂ N₂ Ṡ,S N₂ P D₂ M₁ G₃ R₂ Ṡ,False
dvaitanandi,Dvaitanandi,dvaitanandi,28,HarikaambhOji,S R2 G3 M1 P S,S N2 D2 N2 P M1 R2 S,S R₂ G₃ M₁ P Ṡ,S N₂ D₂ N₂ P M₁ R₂ Ṡ,False
dvaitaparipurani,DvaitaparipUraNi,dvaitaparipUraNi,28,HarikaambhOji,S R2 G3 M1 P D2 N2 S,P M1 R2 M1 G3 S N2 S,S R₂ G₃ M₁ P D₂ N₂ Ṡ,P M₁ R₂ M₁ G₃ Ṡ N₂ Ṡ,False
dvaitaparipurani,DvaitaparipUraNi,dvaitaparipUraNi,28,HarikaambhOji,S R2 G3 M1 P D2 N2,D2 P M1 R2 M1 G3 S,S R₂ G₃ M₁ P D₂ N₂,D₂ P M₁ R₂ M₁ G₃ Ṡ,False
dvaitaparipurani,DvaitaparipUraNi,dvaitaparipUraNi,28,HarikaambhOji,S R2 G3 M1 P D2 N2,P M1 R2 M1 G3 S N2 S,S R₂ G₃ M₁ P D₂ N₂,P M₁ R₂ M₁ G₃ Ṡ N₂ Ṡ,False
dvaitaparipurani,DvaitaparipUraNi,dvaitaparipUraNi,28,HarikaambhOji,S R2 G3 M1 P D2 N2,P M1 R2 M1 G3 S N2,S R₂ G₃ M₁ P D₂ N₂,P M₁ R₂ M₁ G₃ Ṡ N₂,False
dvandotpala,DvandOtpala,dvandOtpala,28,HarikaambhOji,S G3 M1 P N2 S,S N2 P D2 P M1 G3 R2 S,S G₃ M₁ P N₂ Ṡ,S N₂ P D₂ P M₁ G₃ R₂ Ṡ,False
dvijavanti,DvIjavanti,dvIjavanti,28,HarikaambhOji,S R2 G3 M1 P D2 N2 S,S D2 P M1 G3 R2 S,S R₂ G₃ M₁ P D₂ N₂ Ṡ,S D₂ P M₁ G₃ R₂ Ṡ,False
dvijavanti,DvIjavanti,dvIjavanti,28,HarikaambhOji,S R2 G3 M1 P M1 D2 N2 D2 N2 S,S N2 D2 P D2 N2 D2 P M1 M1 G3 R2 G3 M1 G3 S,S R₂ G₃ M₁ P M₁ D₂ N₂ D₂ N₂ Ṡ,S N₂ D₂ P D₂ N₂ D₂ P M₁ M₁ G₃ R₂ G₃ M₁ G₃ Ṡ,False
dvijavanti,DvIjavanti,dvIjavanti,28,HarikaambhOji,S R2 G3 M1 P M1 D2 P N2 D2 N2 S,S D2 P D2 N2 D2 P M1 G3 M1 G3 R2 S,S R₂ G₃ M₁ P M₁ D₂ P N₂ D₂ N₂ Ṡ,S D₂ P D₂ N₂ D₂ P M₁ G₃ M₁ G₃ R₂ Ṡ,False
dvijavanti,DvIjavanti,dvIjavanti,28,HarikaambhOji,S R2 M1 G3 M1 P D2 N2 S,S N2 D2 P M1 G3 R2 G3 S,S R₂ M₁ G₃ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ G₃ Ṡ,False
dvijavanti,DvIjavanti,dvIjavanti,28,HarikaambhOji,S R2 M1 G3 M1 P D2 S,S N2 D2 N2 S N2 D2 P M1 G3 M1 R2 G3 R2 S N2 D2 N2 S,S R₂ M₁ G₃ M₁ P D₂ Ṡ,S N₂ D₂ N₂ Ṡ N₂ D₂ P M₁ G₃ M₁ R₂ G₃ R₂ Ṡ N₂ D₂ N₂ Ṡ,False
dvijavanti,DvIjavanti,dvIjavanti,28,HarikaambhOji,S R2 M1 G3 M1 P D2 S,S N2 D2 P M1 G3 R2 G3 S,S R₂ M₁ G₃ M₁ P D₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ G₃ Ṡ,False
dvitanandi,DvitAnandi,dvitAnandi,28,HarikaambhOji,S R2 G3 M1 P S,S N2 D2 N2 P M1 R2 S,S R₂ G₃ M₁ P Ṡ,S N₂ D₂ N₂ P M₁ R₂ Ṡ,False
ekagrauni,EkagrauNi,ekagrauNi,28,HarikaambhOji,S R2 G3 P D2 N2 S,S N2 D2 N2 P M1 G3 M1 R2 S,S R₂ G₃ P D₂ N₂ Ṡ,S N₂ D₂ N₂ P M₁ G₃ M₁ R₂ Ṡ,False
ekagrauni,EkagrauNi,ekagrauNi,28,HarikaambhOji,S R2 M1 P D2 N2 S,S N2 D2 N2 P M1 G3 M1 R2 S,S R₂ M₁ P D₂ N₂ Ṡ,S N₂ D₂ N₂ P M₁ G₃ M₁ R₂ Ṡ,False
ganandolika,GAnAndOlikA,gAnAndOlikA,28,HarikaambhOji,S G3 M1 D2 N2 S,S N2 D2 P M1 G3 R2 G3 S,S G₃ M₁ D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ G₃ Ṡ,False
ganavaridhi,GAnavAridhi,gAnavAridhi,28,HarikaambhOji,S G3 M1 P D2 N2 S,S N2 P M1 G3 S,S G₃ M₁ P D₂ N₂ Ṡ,S N₂ P M₁ G₃ Ṡ,False
ganavaridhi,GAnavAridhi,gAnavAridhi,28,HarikaambhOji,S G3 M1 P N2 S,S N2 P M1 G3 S,S G₃ M₁ P N₂ Ṡ,S N₂ P M₁ G₃ Ṡ,False
gandharadhvani,GAndhAradhvani,gAndhAradhvani,28,HarikaambhOji,S R2 G3 M1 P N2 S,S N2 D2 P M1 R2 S,S R₂ G₃ M₁ P N₂ Ṡ,S N₂ D₂ P M₁ R₂ Ṡ,False
gandharalola,GAndhAralOla,gAndhAralOla,28,HarikaambhOji,S R2 M1 P D2 S,S N2 D2 P M1 G3 M1 G3 R2 S,S R₂ M₁ P D₂ Ṡ,S N₂ D₂ P M₁ G₃ M₁ G₃ R₂ Ṡ,False
gandharapancama,GAndhArapancama,gAndhArapancama,28,HarikaambhOji,S R2 M1 P N2 S,S N2 D2 P M1 G3 R2 S,S R₂ M₁ P N₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
gauripantu,GaurIpantu,gaurIpantu,28,HarikaambhOji,S R2 G3 R2 M1 P D2 N2 S,S N2 D2 P M1 G3 R2 S,S R₂ G₃ R₂ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
gavati,GAvati,gAvati,28,HarikaambhOji,S M1 P N2 S,S D2 M1 P G3 M1 R2 N2 S,S M₁ P N₂ Ṡ,S D₂ M₁ P G₃ M₁ R₂ N₂ Ṡ,False
ghanaandolika,GhanaandOlikA,ghanaandOlikA,28,HarikaambhOji,S G3 M1 D2 N2 S,S N2 D2 P M1 G3 R2 G3 S,S G₃ M₁ D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ G₃ Ṡ,False
giridhara,Giridhara,giridhara,28,HarikaambhOji,S R2 G3 M1 P N2 S,S N2 D2 P M1 G3 R2 S,S R₂ G₃ M₁ P N₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
giridhara,Giridhara,giridhara,28,HarikaambhOji,S R2 G3 M1 P N2 S,S N2 D2 P M1 R2 M1 G3 R2 S,S R₂ G₃ M₁ P N₂ Ṡ,S N₂ D₂ P M₁ R₂ M₁ G₃ R₂ Ṡ,False
gitalambana,GItalambana,gItalambana,28,HarikaambhOji,S R2 M1 G3 M1 D2 N2 S,S N2 M1 G3 R2 M1 G3 S,S R₂ M₁ G₃ M₁ D₂ N₂ Ṡ,S N₂ M₁ G₃ R₂ M₁ G₃ Ṡ,False
gomandalam,GOmaNDalam,gOmaNDalam,28,HarikaambhOji,S R2 G3 R2 M1 P N2 D2 P S,S N2 D2 P M1 G3 R2 S,S R₂ G₃ R₂ M₁ P N₂ D₂ P Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
guhamanohari,GuhamanOhari,guhamanOhari,28,HarikaambhOji,S R2 M1 D2 N2 S,S N2 D2 M1 R2 S,S R₂ M₁ D₂ N₂ Ṡ,S N₂ D₂ M₁ R₂ Ṡ,False
guharanjani,Guharanjani,guharanjani,28,HarikaambhOji,S R2 S M1 P D2 N2 S,S N2 D2 P M1 G3 S,S R₂ Ṡ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ Ṡ,False
gurunathapriya,GurunAthapriyA,gurunAthapriyA,28,HarikaambhOji,S R2 M1 P D2 S,S N2 D2 M1 G3 R2 S,S R₂ M₁ P D₂ Ṡ,S N₂ D₂ M₁ G₃ R₂ Ṡ,False
hamsarupini,HamsarUpiNi,hamsarUpiNi,28,HarikaambhOji,S R2 G3 P D2 S,S N2 P M1 R2 S,S R₂ G₃ P D₂ Ṡ,S N₂ P M₁ R₂ Ṡ,False
