id,name,name_raw,melakarta_num,melakarta_name,arohanam_raw,avarohanam_raw,arohanam,avarohanam,is_melakarta
madhuryaragam,MAdhuryarAgam,mAdhuryarAgam,27,Sarasaangi,P N3 S R2 G3 M1 P,M1 G3 S N3 D1 P,P N₃ Ṡ R₂ G₃ M₁ P,M₁ G₃ Ṡ N₃ D₁ P,False
manabharani,MAnAbharaNi,mAnAbharaNi,27,Sarasaangi,S R2 G3 M1 D1 N3 S,S N3 D1 P M1 G3 R2 S,S R₂ G₃ M₁ D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
manabharani,MAnabharaNi,mAnabharaNi,27,Sarasaangi,S R2 G3 M1 P M1 D1 N3 S,S N3 D1 P M1 G3 R2 S,S R₂ G₃ M₁ P M₁ D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
manabharani,MAnAbharaNi,mAnAbharaNi,27,Sarasaangi,S R2 G3 P M1 D1 N3 S,S N3 D1 P M1 G3 R2 S,S R₂ G₃ P M₁ D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
manimaya,MaNimaya,maNimaya,27,Sarasaangi,S M1 G3 M1 P D1,S M1 G3 R2 S N3 S,S M₁ G₃ M₁ P D₁,S M₁ G₃ R₂ Ṡ N₃ Ṡ,False
manimaya,MaNimaya,maNimaya,27,Sarasaangi,S N3 S R2 G3 M1 P D1,P M1 G3 R2 S N3 S,S N₃ Ṡ R₂ G₃ M₁ P D₁,P M₁ G₃ R₂ Ṡ N₃ Ṡ,False
manimaya,MaNimaya,maNimaya,27,Sarasaangi,S R2 G3 M1 P D1,P M1 G3 R2 S N3,S R₂ G₃ M₁ P D₁,P M₁ G₃ R₂ Ṡ N₃,False
manjula,ManjuLa,manjuLa,27,Sarasaangi,P S N3 S R2 G3 M1 P,M1 G3 R2 S N3 D1 P,P Ṡ N₃ Ṡ R₂ G₃ M₁ P,M₁ G₃ R₂ Ṡ N₃ D₁ P,False
manjula,ManjuLa,manjuLa,27,Sarasaangi,P S N3 S R2 M1 G3 P,M1 G3 R2 S N3 D1 P,P Ṡ N₃ Ṡ R₂ M₁ G₃ P,M₁ G₃ R₂ Ṡ N₃ D₁ P,False
margabhadra,MArgabhadra,mArgabhadra,27,Sarasaangi,S G3 M1 P N3 S,S D1 P G3 R2 S,S G₃ M₁ P N₃ Ṡ,S D₁ P G₃ R₂ Ṡ,False
mattakashini,MattakAshini,mattakAshini,27,Sarasaangi,S R2 G3 D1 N3 S,S N3 D1 G3 R2 S,S R₂ G₃ D₁ N₃ Ṡ,S N₃ D₁ G₃ R₂ Ṡ,False
nadapriya,NAdapriya,nAdapriya,27,Sarasaangi,S M1 G3 M1 P D1 N3 S,S N3 P M1 G3 S,S M₁ G₃ M₁ P D₁ N₃ Ṡ,S N₃ P M₁ G₃ Ṡ,False
nadasvarupi,NAdasvarUpi,nAdasvarUpi,27,Sarasaangi,S G3 M1 P M1 D1 N3 S,S N3 D1 P M1 G3 M1 R2 S,S G₃ M₁ P M₁ D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ M₁ R₂ Ṡ,False
nadasvarupi,NAdasvarUpi,nAdasvarUpi,27,Sarasaangi,S G3 M1 P M1 D1 N3 S,S N3 D1 P M1 G3 R2 S,S G₃ M₁ P M₁ D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
nadasvarupi,NAdasvarUpi,nAdasvarUpi,27,Sarasaangi,S M1 G3 P M1 D1 N3 S,S N3 D1 P M1 G3 R2 S,S M₁ G₃ P M₁ D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
nadavinodini,NAdavinOdini,nAdavinOdini,27,Sarasaangi,S R2 G3 M1 P M1 D1 N3 S,S N3 S D1 P M1 G3 M1 R2 S,S R₂ G₃ M₁ P M₁ D₁ N₃ Ṡ,S N₃ Ṡ D₁ P M₁ G₃ M₁ R₂ Ṡ,False
nadavinodini,NAdavinOdini,nAdavinOdini,27,Sarasaangi,S R2 G3 M1 P M1 D1 N3 S,S N3 S D1 P M1 G3 R2 S,S R₂ G₃ M₁ P M₁ D₁ N₃ Ṡ,S N₃ Ṡ D₁ P M₁ G₃ R₂ Ṡ,False
nagabharani,NAgAbharaNi,nAgAbharaNi,27,Sarasaangi,S R2 G3 M1 P M1 D1 N3 S,S N3 S D1 P M1 G3 M1 R2 S,S R₂ G₃ M₁ P M₁ D₁ N₃ Ṡ,S N₃ Ṡ D₁ P M₁ G₃ M₁ R₂ Ṡ,False
nagabharani,NAgAbharaNi,nAgAbharaNi,27,Sarasaangi,S R2 G3 P M1 P S,S D1 P M1 G3 R2 S,S R₂ G₃ P M₁ P Ṡ,S D₁ P M₁ G₃ R₂ Ṡ,False
nagabharani,NAgAbharaNi,nAgAbharaNi,27,Sarasaangi,S R2 G3 P M1 P S,S N3 D1 P M1 G3 R2 S,S R₂ G₃ P M₁ P Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
nagabharani,NAgAbharaNi,nAgAbharaNi,27,Sarasaangi,S R2 G3 P M1 R2 M1 P S,S D1 P M1 G3 R2 S,S R₂ G₃ P M₁ R₂ M₁ P Ṡ,S D₁ P M₁ G₃ R₂ Ṡ,False
nalinakanti,NaLinakAnti,naLinakAnti,27,Sarasaangi,S G3 R2 M1 P N3 S,S N3 P M1 G3 R2 S,S G₃ R₂ M₁ P N₃ Ṡ,S N₃ P M₁ G₃ R₂ Ṡ,False
nalinakanti,NaLinakAnti,naLinakAnti,27,Sarasaangi,S R2 M1 P N3 S,S N3 P G3 R2 S,S R₂ M₁ P N₃ Ṡ,S N₃ P G₃ R₂ Ṡ,False
nalinakanti,NaLinakAnti,naLinakAnti,27,Sarasaangi,S R2 M1 P N3 S,S N3 P M1 G3 R2 S,S R₂ M₁ P N₃ Ṡ,S N₃ P M₁ G₃ R₂ Ṡ,False
nalinashanti,NaLinashAnti,naLinashAnti,27,Sarasaangi,S R2 G3 P N3 S,S D1 P M1 G3 R2 S,S R₂ G₃ P N₃ Ṡ,S D₁ P M₁ G₃ R₂ Ṡ,False
nayanaranjani,Nayanaranjani,nayanaranjani,27,Sarasaangi,S R2 G3 M1 P D1 P N3 S,S N3 P N3 D1 M1 G3 R2 S,S R₂ G₃ M₁ P D₁ P N₃ Ṡ,S N₃ P N₃ D₁ M₁ G₃ R₂ Ṡ,False
nilamani,NIlamaNi,nIlamaNi,27,Sarasaangi,S R2 M1 P D1 N3 S,S N3 D1 P M1 R2 S,S R₂ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ R₂ Ṡ,False
padma,Padma,padma,27,Sarasaangi,S R2 G3 M1 P D1 N3 S,S N3 D1 P M1 G3 S,S R₂ G₃ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ Ṡ,False
pennavardhini,Pennavardhini,pennavardhini,27,Sarasaangi,S R2 G3 M1 P D1 N3 S,S N3 D1 P M1 P M1 G3 R2 S,S R₂ G₃ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ P M₁ G₃ R₂ Ṡ,False
priyadarshini,Priyadarshini,priyadarshini,27,Sarasaangi,S R2 M1 D1 N3 S,S N3 D1 M1 R2 S,S R₂ M₁ D₁ N₃ Ṡ,S N₃ D₁ M₁ R₂ Ṡ,False
ramacudamani,RAmacUDAmaNi,rAmacUDAmaNi,27,Sarasaangi,S G3 M1 P N3 S,S N3 P M1 G3 R2 S,S G₃ M₁ P N₃ Ṡ,S N₃ P M₁ G₃ R₂ Ṡ,False
ramamanohari,RAmamanOhari,rAmamanOhari,27,Sarasaangi,S G3 M1 N3 S,S N3 D1 P M1 G3 S,S G₃ M₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ Ṡ,False
ramamanohari,RAmamanOhari,rAmamanOhari,27,Sarasaangi,S G3 M1 P N3 S,S N3 D1 P M1 G3 S R2 S,S G₃ M₁ P N₃ Ṡ,S N₃ D₁ P M₁ G₃ Ṡ R₂ Ṡ,False
ramamanohari,RAmamanOhari,rAmamanOhari,27,Sarasaangi,S G3 M1 P N3 S,S N3 D1 P M1 G3 S,S G₃ M₁ P N₃ Ṡ,S N₃ D₁ P M₁ G₃ Ṡ,False
ramyabhasani,RamyabhASaNi,ramyabhASaNi,27,Sarasaangi,S G3 M1 R2 G3 M1 P D1 N3 S,S N3 D1 M1 R2 G3 S,S G₃ M₁ R₂ G₃ M₁ P D₁ N₃ Ṡ,S N₃ D₁ M₁ R₂ G₃ Ṡ,False
rangamanohari,RangamanOhari,rangamanOhari,27,Sarasaangi,S G3 M1 P D1 N3 S,S D1 M1 G3 R2 G3 S,S G₃ M₁ P D₁ N₃ Ṡ,S D₁ M₁ G₃ R₂ G₃ Ṡ,False
ratnabharani,RatnAbharaNi,ratnAbharaNi,27,Sarasaangi,S R2 P D1 N3 S,S N3 D1 P G3 S,S R₂ P D₁ N₃ Ṡ,S N₃ D₁ P G₃ Ṡ,False
ratnajvalita,Ratnajvalita,ratnajvalita,27,Sarasaangi,S R2 P D1 N3 S,S N3 P G3 S,S R₂ P D₁ N₃ Ṡ,S N₃ P G₃ Ṡ,False
ratnamani,RatnamaNi,ratnamaNi,27,Sarasaangi,S M1 G3 M1 R2 G3 M1 P D1 N3,S N3 D1 P M1 G3 R2 S,S M₁ G₃ M₁ R₂ G₃ M₁ P D₁ N₃,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
rsyaketupriya,RSyakEtupriyA,rSyakEtupriyA,27,Sarasaangi,S R2 G3 M1 P N3 S,S N3 P M1 G3 R2 S,S R₂ G₃ M₁ P N₃ Ṡ,S N₃ P M₁ G₃ R₂ Ṡ,False
samantam,SAmantam,sAmantam,27,Sarasaangi,S R2 G3 M1 P D1 N3 S,S N3 D1 N3 P M1 G3 R2 S,S R₂ G₃ M₁ P D₁ N₃ Ṡ,S N₃ D₁ N₃ P M₁ G₃ R₂ Ṡ,False
samaraga,SAmarAga,sAmarAga,27,Sarasaangi,S R2 M1 P M1 D1 S,S D1 P M1 G3 R2 S,S R₂ M₁ P M₁ D₁ Ṡ,S D₁ P M₁ G₃ R₂ Ṡ,False
samavarali,SAmavarALi,sAmavarALi,27,Sarasaangi,S R2 M1 P D1 N3 S,S N3 D1 P M1 G3 R2 G3 S,S R₂ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ R₂ G₃ Ṡ,False
saranga,SAranga,sAranga,27,Sarasaangi,S R2 G3 M1 P D1 N3 S,S N3 D1 P M1 R2 S,S R₂ G₃ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ R₂ Ṡ,False
sarangakapi,SArangakApi,sArangakApi,27,Sarasaangi,S R2 P M1 R2 P R2 M1 P N3,S N3 D1 P M1 G3 R2 S,S R₂ P M₁ R₂ P R₂ M₁ P N₃,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
saranganata,SAranganATa,sAranganATa,27,Sarasaangi,S R2 M1 P D1 S,S N3 S D1 P M1 G3 R2 S,S R₂ M₁ P D₁ Ṡ,S N₃ Ṡ D₁ P M₁ G₃ R₂ Ṡ,False
sarasanana,SarasAnana,sarasAnana,27,Sarasaangi,S R2 G3 M1 D1 N3 S,S N3 D1 M1 G3 R2 S,S R₂ G₃ M₁ D₁ N₃ Ṡ,S N₃ D₁ M₁ G₃ R₂ Ṡ,False
sarasangi,SarasAngi,sarasAngi,27,Sarasaangi,S R2 G3 M1 P D1 N3 S,S N3 D1 P M1 G3 R2 S,S R₂ G₃ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
sarasapriya,SarasapriyA,sarasapriyA,27,Sarasaangi,S R2 M1 G3 M1 P D1 N3 S,S N3 P D1 M1 G3 R2 S,S R₂ M₁ G₃ M₁ P D₁ N₃ Ṡ,S N₃ P D₁ M₁ G₃ R₂ Ṡ,False
sarasiruham,SarasIruham,sarasIruham,27,Sarasaangi,S R2 G3 M1 D1 N3 D1 S,S N3 D1 M1 G3 R2 S,S R₂ G₃ M₁ D₁ N₃ D₁ Ṡ,S N₃ D₁ M₁ G₃ R₂ Ṡ,False
sarasvati,Sarasvati,sarasvati,27,Sarasaangi,S R2 M1 P D1 S,S D1 N3 P M1 G3 R2 S,S R₂ M₁ P D₁ Ṡ,S D₁ N₃ P M₁ G₃ R₂ Ṡ,False
sarasvatimanohari,SarasvatimanOhari,sarasvatimanOhari,27,Sarasaangi,S R2 G3 M1 D1 S,S N3 D1 P M1 R2 S,S R₂ G₃ M₁ D₁ Ṡ,S N₃ D₁ P M₁ R₂ Ṡ,False
saurasena,SaurasEna,saurasEna,27,Sarasaangi,S R2 G3 M1 P N3 S,S N3 D1 P M1 G3 R2 G3 S,S R₂ G₃ M₁ P N₃ Ṡ,S N₃ D₁ P M₁ G₃ R₂ G₃ Ṡ,False
saurasena,SaurasEna,saurasEna,27,Sarasaangi,S R2 M1 P D1 S,S N3 D1 P M1 G3 R2 S,S R₂ M₁ P D₁ Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
shayanaranjani,Shayanaranjani,shayanaranjani,27,Sarasaangi,S G3 M1 P D1 P N3 S,S N3 P N3 D1 M1 G3 R2 S,S G₃ M₁ P D₁ P N₃ Ṡ,S N₃ P N₃ D₁ M₁ G₃ R₂ Ṡ,False
shikari,ShIkari,shIkari,27,Sarasaangi,S R2 M1 P D1 N3 S,S N3 P M1 G3 S,S R₂ M₁ P D₁ N₃ Ṡ,S N₃ P M₁ G₃ Ṡ,False
shirgunan,ShirguNan,shirguNan,27,Sarasaangi,S R2 G3 P N3 S,S N3 D1 P M1 G3 R2 S,S R₂ G₃ P N₃ Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
shiriviyal,Shiriviyal,shiriviyal,27,Sarasaangi,S R2 G3 M1 P D1 N3 S,S N3 P M1 G3 R2 S,S R₂ G₃ M₁ P D₁ N₃ Ṡ,S N₃ P M₁ G₃ R₂ Ṡ,False
shirumani,ShirumaNi,shirumaNi,27,Sarasaangi,S R2 G3 M1 P D1 N3 S,S D1 P G3 R2 S,S R₂ G₃ M₁ P D₁ N₃ Ṡ,S D₁ P G₃ R₂ Ṡ,False
shiruni,ShIruni,shIruni,27,Sarasaangi,S R2 G3 M1 P D1 N3 S,S D1 P G3 S,S R₂ G₃ M₁ P D₁ N₃ Ṡ,S D₁ P G₃ Ṡ,False
shiruvazhutunai,ShiruvazhutuNai,shiruvazhutuNai,27,Sarasaangi,S R2 G3 P D1 S,S N3 D1 P M1 G3 R2 S,S R₂ G₃ P D₁ Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
shivanakini,ShivanAkini,shivanAkini,27,Sarasaangi,S G3 M1 P N3 S,S N3 D1 P M1 G3 R2 S,S G₃ M₁ P N₃ Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
shivantam,Shivantam,shivantam,27,Sarasaangi,S R2 M1 P D1 S,S N3 D1 P M1 G3 R2 S,S R₂ M₁ P D₁ Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
shivashirumani,ShivashirumaNi,shivashirumaNi,27,Sarasaangi,S R2 G3 M1 P D1 N3 S,S N3 P M1 G3 S,S R₂ G₃ M₁ P D₁ N₃ Ṡ,S N₃ P M₁ G₃ Ṡ,False
shrinalinakanti,ShrInalinakAnti,shrInalinakAnti,27,Sarasaangi,S G3 R2 M1 P N3 S,S N3 P M1 G3 R2 S,S G₃ R₂ M₁ P N₃ Ṡ,S N₃ P M₁ G₃ R₂ Ṡ,False
shrishivanapriya,ShrIshivanapriyA,shrIshivanapriyA,27,Sarasaangi,S R2 M1 P D1 N3 S,S N3 D1 P M1 G3 S,S R₂ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ Ṡ,False
shrutipriya,ShrutipriyA,shrutipriyA,27,Sarasaangi,S R2 G3 M1 P D1 N3 S,S N3 D1 P M1 G3 R2 S,S R₂ G₃ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
shudari,ShuDAri,shuDAri,27,Sarasaangi,S R2 M1 D1 S,S N3 P G3 R2 S,S R₂ M₁ D₁ Ṡ,S N₃ P G₃ R₂ Ṡ,False
shudarkodi,ShudarkoDi,shudarkoDi,27,Sarasaangi,S G3 P N3 S,S D1 M1 G3 R2 S,S G₃ P N₃ Ṡ,S D₁ M₁ G₃ R₂ Ṡ,False
simhavahini,SimhavAhini,simhavAhini,27,Sarasaangi,S G3 M1 P D1 N3 S,S N3 D1 P M1 G3 R2 S,S G₃ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
sina,SInA,sInA,27,Sarasaangi,S R2 G3 M1 D1 N3 S,S N3 D1 M1 G3 R2 S,S R₂ G₃ M₁ D₁ N₃ Ṡ,S N₃ D₁ M₁ G₃ R₂ Ṡ,False
sina,SInA,sInA,27,Sarasaangi,S R2 M1 P D1 N3 S,S N3 P G3 S,S R₂ M₁ P D₁ N₃ Ṡ,S N₃ P G₃ Ṡ,False
sinakkaram,SInAkkAram,sInAkkAram,27,Sarasaangi,S R2 G3 P D1 N3 S,S N3 P M1 G3 S,S R₂ G₃ P D₁ N₃ Ṡ,S N₃ P M₁ G₃ Ṡ,False
siriyanangai,SiriyAnangai,siriyAnangai,27,Sarasaangi,S R2 M1 P D1 N3 S,S N3 D1 P M1 G3 R2 S,S R₂ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
sirudram,SIrudram,sIrudram,27,Sarasaangi,S R2 G3 M1 P D1 N3 S,S N3 P G3 S,S R₂ G₃ M₁ P D₁ N₃ Ṡ,S N₃ P G₃ Ṡ,False
somamukhi,SOmamukhi,sOmamukhi,27,Sarasaangi,S G3 M1 P D1 N3 S,S N3 D1 N3 P M1 G3 M1 R2 S,S G₃ M₁ P D₁ N₃ Ṡ,S N₃ D₁ N₃ P M₁ G₃ M₁ R₂ Ṡ,False
somamukhi,SOmamukhi,sOmamukhi,27,Sarasaangi,S G3 M1 P D1 N3 S,S N3 D1 P M1 G3 M1 R2 S,S G₃ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ M₁ R₂ Ṡ,False
somamukhi,SOmamukhi,sOmamukhi,27,Sarasaangi,S G3 M1 P D1 N3 S,S N3 D1 P M1 R2 M1 G3 S,S G₃ M₁ P D₁ N₃ Ṡ,S N₃ D₁ P M₁ R₂ M₁ G₃ Ṡ,False
succu,Succu,succu,27,Sarasaangi,S R2 M1 P N3 S,S D1 M1 G3 S,S R₂ M₁ P N₃ Ṡ,S D₁ M₁ G₃ Ṡ,False
sudhakarapriya,SudhAkarapriyA,sudhAkarapriyA,27,Sarasaangi,S G3 M1 D1 S,S N3 P R2 S,S G₃ M₁ D₁ Ṡ,S N₃ P R₂ Ṡ,False
sugandhi,Sugandhi,sugandhi,27,Sarasaangi,S R2 M1 P D1 S,S N3 P M1 G3 R2 S,S R₂ M₁ P D₁ Ṡ,S N₃ P M₁ G₃ R₂ Ṡ,False
sukhambal,Sukhambal,sukhambal,27,Sarasaangi,S G3 M1 D1 S,S N3 P M1 G3 R2 S,S G₃ M₁ D₁ Ṡ,S N₃ P M₁ G₃ R₂ Ṡ,False
sundalam,SuNDAlam,suNDAlam,27,Sarasaangi,S G3 P N3 S,S D1 M1 R2 S,S G₃ P N₃ Ṡ,S D₁ M₁ R₂ Ṡ,False
surasena,SurasEnA,surasEnA,27,Sarasaangi,S R2 M1 P D1 S,S N3 D1 P M1 G3 R2 S,S R₂ M₁ P D₁ Ṡ,S N₃ D₁ P M₁ G₃ R₂ Ṡ,False
surusena,SurusEna,surusEna,27,Sarasaangi,S R2 M1 P D1 S,S N3 D1 M1 G3 R2 S,S R₂ M₁ P D₁ Ṡ,S N₃ D₁ M₁ G₃ R₂ Ṡ,False
sushikam,Sushikam,sushikam,27,Sarasaangi,S R2 M1 P D1 S,S N3 P G3 S,S R₂ M₁ P D₁ Ṡ,S N₃ P G₃ Ṡ,False
susundari,Susundari,susundari,27,Sarasaangi,S R2 M1 P N3 S,S D1 P G3 S,S R₂ M₁ P N₃ Ṡ,S D₁ P G₃ Ṡ,False
sutakarapriya,SutakarapriyA,sutakarapriyA,27,Sarasaangi,S G3 M1 D1 S,S N3 P M1 R2 S,S G₃ M₁ D₁ Ṡ,S N₃ P M₁ R₂ Ṡ,False
sutradharini,SUtradhAriNi,sUtradhAriNi,27,Sarasaangi,S R2 M1 P D1 S,S D1 P M1 R2 S,S R₂ M₁ P D₁ Ṡ,S D₁ P M₁ R₂ Ṡ,False
taralam,TaraLam,taraLam,27,Sarasaangi,S R2 G3 P D1 N3 S,S N3 D1 P G3 R2 S,S R₂ G₃ P D₁ N₃ Ṡ,S N₃ D₁ P G₃ R₂ Ṡ,False
vasanti,Vasanti,vasanti,27,Sarasaangi,S N3 D1 N3 S,S N3 D1 P M1 G3 P M1 R2 S,S N₃ D₁ N₃ Ṡ,S N₃ D₁ P M₁ G₃ P M₁ R₂ Ṡ,False
vasanti,VAsanti,vAsanti,27,Sarasaangi,S R2 G3 P D1 S,S D1 P G3 R2 S,S R₂ G₃ P D₁ Ṡ,S D₁ P G₃ R₂ Ṡ,False
vidamba,Vidamba,vidamba,27,Sarasaangi,S R2 G3 M1 P D1 P N3 S,S N3 P M1 G3 R2 S,S R₂ G₃ M₁ P D₁ P N₃ Ṡ,S N₃ P M₁ G₃ R₂ Ṡ,False
vidambamati,Vidambamati,vidambamati,27,Sarasaangi,S R2 G3 M1 P D1 P N3 S,S N3 P M1 G3 R2 S,S R₂ G₃ M₁ P D₁ P N₃ Ṡ,S N₃ P M₁ G₃ R₂ Ṡ,False
harikedaaragowla,HarikEdaaragowLa,harikEdaaragowLa,28,HarikaambhOji,S R2 G3 M1 P D2 N2 S,S N2 D2 P M1 G3 R2 S,S R₂ G₃ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
alakavarvali,AlakavarvALi,alakavarvALi,28,HarikaambhOji,S R2 M1 P D2 S,S N2 D2 P M1 G3 R2 S,S R₂ M₁ P D₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
amaravali,AmarAvaLi,amarAvaLi,28,HarikaambhOji,S R2 G3 M1 D2 S,S N2 D2 P M1 G3 R2 S,S R₂ G₃ M₁ D₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
ambhojini,AmbhOjini,ambhOjini,28,HarikaambhOji,S R2 G3 M1 D2 N2 S,S N2 D2 M1 G3 R2 S,S R₂ G₃ M₁ D₂ N₂ Ṡ,S N₂ D₂ M₁ G₃ R₂ Ṡ,False
ambhojini,AmbhOjini,ambhOjini,28,HarikaambhOji,S R2 G3 M1 D2 S,S D2 M1 G3 R2 S,S R₂ G₃ M₁ D₂ Ṡ,S D₂ M₁ G₃ R₂ Ṡ,False
amrtalaksmi,AmrtalakSmi,amrtalakSmi,28,HarikaambhOji,S R2 G3 P M1 P N2 S,S N2 D2 P M1 G3 S,S R₂ G₃ P M₁ P N₂ Ṡ,S N₂ D₂ P M₁ G₃ Ṡ,False
andali,AndALi,AndALi,28,HarikaambhOji,S R2 G3 M1 P N2 S,S N2 P M1 G3 R2 S,S R₂ G₃ M₁ P N₂ Ṡ,S N₂ P M₁ G₃ R₂ Ṡ,False
andali,AndALi,AndALi,28,HarikaambhOji,S R2 M1 P N2 S,S N2 P M1 R2 G3 M1 R2 S,S R₂ M₁ P N₂ Ṡ,S N₂ P M₁ R₂ G₃ M₁ R₂ Ṡ,False
andalikurinji,AndALikurinji,AndALikurinji,28,HarikaambhOji,S R2 M1 P D2 S,S D2 P M1 G3 R2 S,S R₂ M₁ P D₂ Ṡ,S D₂ P M₁ G₃ R₂ Ṡ,False
andhali,AndhALi,AndhALi,28,HarikaambhOji,S R2 M1 P N2 S,S N2 P M1 P R2 G3 M1 R2 S,S R₂ M₁ P N₂ Ṡ,S N₂ P M₁ P R₂ G₃ M₁ R₂ Ṡ,False
andolika,AndOLikA,AndOLikA,28,HarikaambhOji,S R2 M1 P N2 S,S N2 D2 M1 G3 R2 S,S R₂ M₁ P N₂ Ṡ,S N₂ D₂ M₁ G₃ R₂ Ṡ,False
andolika,AndOLikA,AndOLikA,28,HarikaambhOji,S R2 M1 P N2 S,S N2 D2 M1 R2 G3 M1 R2 S,S R₂ M₁ P N₂ Ṡ,S N₂ D₂ M₁ R₂ G₃ M₁ R₂ Ṡ,False
andolika,AndOLikA,AndOLikA,28,HarikaambhOji,S R2 M1 P N2 S,S N2 P M1 R2 G3 M1 R2 S,S R₂ M₁ P N₂ Ṡ,S N₂ P M₁ R₂ G₃ M₁ R₂ Ṡ,False
angalata,AngalatA,angalatA,28,HarikaambhOji,S G3 R2 G3 M1 P D2 N2 S,S N2 D2 M1 R2 S,S G₃ R₂ G₃ M₁ P D₂ N₂ Ṡ,S N₂ D₂ M₁ R₂ Ṡ,False
angalata,AngalatA,angalatA,28,HarikaambhOji,S G3 R2 G3 M1 P N2 D2 N2 S,S D2 M1 G3 R2 M1 G3 S,S G₃ R₂ G₃ M₁ P N₂ D₂ N₂ Ṡ,S D₂ M₁ G₃ R₂ M₁ G₃ Ṡ,False
arkavardhini,Arkavardhini,arkavardhini,28,HarikaambhOji,S R2 G3 M1 P S,S N2 D2 P M1 G3 S,S R₂ G₃ M₁ P Ṡ,S N₂ D₂ P M₁ G₃ Ṡ,False
arunakanta,AruNakAnta,aruNakAnta,28,HarikaambhOji,S R2 M1 P M1 D2 N2 S,S N2 D2 P M1 G3 M1 G3 R2 S,S R₂ M₁ P M₁ D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ M₁ G₃ R₂ Ṡ,False
arunan,AruNan,aruNan,28,HarikaambhOji,S M1 P D2 N2 S,S D2 P M1 G3 R2 S,S M₁ P D₂ N₂ Ṡ,S D₂ P M₁ G₃ R₂ Ṡ,False
aruran,ArUran,ArUran,28,HarikaambhOji,S M1 P D2 N2 S,S D2 P M1 G3 R2 S,S M₁ P D₂ N₂ Ṡ,S D₂ P M₁ G₃ R₂ Ṡ,False
athana,AThANA,aThANA,28,HarikaambhOji,S G3 M1 P D2 N2 S,S N2 D2 P M1 G3 R2 S,S G₃ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
athana,AThANA,aThANA,28,HarikaambhOji,S G3 R2 M1 P D2 P N2 S,S N2 D2 P M1 P G3 R2 S,S G₃ R₂ M₁ P D₂ P N₂ Ṡ,S N₂ D₂ P M₁ P G₃ R₂ Ṡ,False
athana,AThANA,aThANA,28,HarikaambhOji,S R2 G3 M1 P D2 N2 S,S N2 D2 P M1 G3 R2 S,S R₂ G₃ M₁ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ G₃ R₂ Ṡ,False
athana,AThANA,aThANA,28,HarikaambhOji,S R2 G3 P D2 N2 S,S N2 D2 P M1 P G3 R2 S,S R₂ G₃ P D₂ N₂ Ṡ,S N₂ D₂ P M₁ P G₃ R₂ Ṡ,False
athana,AThANA,aThANA,28,HarikaambhOji,S R2 M1 P N2 S,S N2 D2 P M1 P G3 R2 S,S R₂ M₁ P N₂ Ṡ,S N₂ D₂ P M₁ P G₃ R₂ Ṡ,False
bahudari,BahudAri,bahudAri,28,HarikaambhOji,S G3 M1 D2 P D2 N2 S,S N2 D2 M1 G3 R2 M1 G3 S,S G₃ M₁ D₂ P D₂ N₂ Ṡ,S N₂ D₂ M₁ G₃ R₂ M₁ G₃ Ṡ,False
